sample_id,question,experiment,chunking_time_s,num_chunks,mrr,map,ndcg_at_k,precision_at_k,recall_at_k,f1_score_at_k
5998037098651415370,Who is the father of accounting when and what did he describe?,fixed_512_50,0,1360250,1.0,0.6333333333333333,0.8179809735263114,0.3,0.75,0.4285714285714285
7798413250018014869,Who won the first two races of the triple crown?,fixed_512_50,0,1360250,0.5,0.5417989417989417,0.717114094508946,0.6,1.0,0.7499999999999999
-7252985658102667698,How does a black mamba kill its prey?,fixed_512_50,0,1360250,0.5,0.4131944444444444,0.6260258673782978,0.4,0.8,0.5333333333333333
4519975394845720080,When did the last soldier of the civil war die?,fixed_512_50,0,1360250,0.3333333333333333,0.30952380952380953,0.5109559939712153,0.2,1.0,0.33333333333333337
7409212130427337310,What us cities have the highest african american population?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
342892876431187521,Where does the saying the devil is beating his wife come from?,fixed_512_50,0,1360250,0.5,0.373015873015873,0.5937751258332797,0.3,0.5,0.37499999999999994
8127742235395621028,When was the last year we had a total eclipse of the sun?,fixed_512_50,0,1360250,1.0,0.7885912698412698,0.913852335159709,0.8,2.0,1.142857142857143
-7261007929947434226,Who played marla on a league of their own?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
7559558584911442009,First city in the us to have electricity?,fixed_512_50,0,1360250,0.125,0.125,0.31546487678572877,0.1,0.2,0.13333333333333333
-2573515732086036496,Where has the olympics been held the most?,fixed_512_50,0,1360250,1.0,0.7469246031746031,0.8807346094186411,0.8,2.6666666666666665,1.2307692307692306
-5409444124551037323,Who won last triple crown of horse racing?,fixed_512_50,0,1360250,1.0,0.8166666666666667,0.9267582364714126,0.4,1.0,0.5714285714285715
3039312494234023427,Who owns the senkaku/diaoyu dao islands?,fixed_512_50,0,1360250,1.0,0.9704861111111112,0.9918291064614978,0.8,4.0,1.3333333333333335
-8482325704072084366,Who has made it to the nba finals the most?,fixed_512_50,0,1360250,1.0,0.9293650793650793,0.9793656319464776,0.8,2.0,1.142857142857143
-4360618032625248256,American horror story freak show guy with little arms?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
3176084723484838766,When do you find out who red coat is?,fixed_512_50,0,1360250,0.2,0.2,0.38685280723454163,0.1,0.09090909090909091,0.09523809523809525
3810524430141178378,Who sings the song never tear us apart?,fixed_512_50,0,1360250,1.0,0.8755456349206348,0.949671989333555,0.8,2.6666666666666665,1.2307692307692306
-6470852510656838548,When was the ukraine taken over by russia?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
-1723838191101966019,What year was air conditioning put in cars?,fixed_512_50,0,1360250,1.0,0.49583333333333335,0.7438924904678291,0.4,2.0,0.6666666666666667
5097994110961197285,Csi when do grissom and sara get together?,fixed_512_50,0,1360250,0.5,0.39285714285714285,0.5912352048230277,0.2,0.3333333333333333,0.25
-6915022137556954261,Who has played on the most mlb teams?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
1448734299857601227,What was all found in the dead sea scrolls?,fixed_512_50,0,1360250,0.3333333333333333,0.41666666666666663,0.5706417189553201,0.2,0.4,0.26666666666666666
-3609553841261159056,Voice of the snake in the jungle book?,fixed_512_50,0,1360250,0.2,0.2111111111111111,0.42177340954886444,0.2,0.6666666666666666,0.30769230769230765
-8429120076574204866,Who was regarded as the first free jazz musician?,fixed_512_50,0,1360250,0.3333333333333333,0.3333333333333333,0.5249810332008933,0.2,1.0,0.33333333333333337
5330896459311745365,Where did the nationalists meet in 1786 to discuss the issues regarding the united states government?,fixed_512_50,0,1360250,0.5,0.729591836734694,0.8045807465184766,0.7,1.4,0.9333333333333333
-669282137845772580,Who let the walkers in the prison in season 3?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
2940421552108738585,When did running start begin in washington state?,fixed_512_50,0,1360250,1.0,0.7555555555555555,0.8854598815714874,0.3,1.5,0.49999999999999994
682973214597984107,Describe the cause(s) for the ring of fire?,fixed_512_50,0,1360250,0.3333333333333333,0.41666666666666663,0.5706417189553201,0.2,0.25,0.22222222222222224
-7175419833985252654,Who came up with the shape of a star?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
5398080650239370872,Who owns rehabilitation center at hollywood hills llc?,fixed_512_50,0,1360250,1.0,1.0,1.0,0.1,0.5,0.16666666666666669
-9159544662151408633,Who established the close connection between electricity and magnetism?,fixed_512_50,0,1360250,0.3333333333333333,0.26666666666666666,0.48381288316677695,0.2,0.4,0.26666666666666666
-5713047283752989880,When does brian come back to family guy?,fixed_512_50,0,1360250,1.0,0.821111111111111,0.9325172924861036,0.5,1.25,0.7142857142857143
-9020813688088702981,Who landed the first quad in figure skating?,fixed_512_50,0,1360250,0.2,0.31666666666666665,0.5204370438439433,0.4,0.8,0.5333333333333333
6339553167471387882,When did the popular vote for president begin?,fixed_512_50,0,1360250,1.0,0.7611111111111111,0.9083053473410256,0.5,1.25,0.7142857142857143
-8852587084603499712,What broadway show has won the most tonys how many?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
-8553637205985228894,Who collected the data used to describe the current model for the molecular structure of dna?,fixed_512_50,0,1360250,0.2,0.3047619047619048,0.5115075476638682,0.4,0.8,0.5333333333333333
4883994053061744542,You can get it if you really want in a movie?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
2586031493902296413,The lament when i am laid in earth is a ground bass aria from?,fixed_512_50,0,1360250,0.5,0.34074074074074073,0.5730008572581421,0.3,1.0,0.4615384615384615
-3466421919945142093,How many species of snakes are in alabama?,fixed_512_50,0,1360250,1.0,1.0,1.0,0.2,0.5,0.28571428571428575
-3941363796168523962,First jet to land on an aircraft carrier?,fixed_512_50,0,1360250,1.0,0.6428571428571428,0.8175295903539445,0.2,0.2857142857142857,0.23529411764705882
-6071556551920646974,Who played the leprechaun in the leprechaun movies?,fixed_512_50,0,1360250,1.0,0.6428571428571428,0.8175295903539445,0.2,0.4,0.26666666666666666
-1988888172158289613,Who wrote like a fox on the run?,fixed_512_50,0,1360250,1.0,1.0,1.0,0.1,0.3333333333333333,0.15384615384615383
-665242051512404399,Who was the first batsman to be given out by third umpire?,fixed_512_50,0,1360250,1.0,1.0,1.0,0.2,0.5,0.28571428571428575
6654149506978309894,Who invented the system of latitudes and longitudes in 2nd century a.d?,fixed_512_50,0,1360250,1.0,0.6555555555555556,0.8395700624665824,0.3,0.75,0.4285714285714285
5368843415075268478,Largest stock exchanges in africa by market capitalisation?,fixed_512_50,0,1360250,0.2,0.30277777777777776,0.4967432029864875,0.3,1.0,0.4615384615384615
-9026371666460092747,Longest continuously serving female mp in house of commons?,fixed_512_50,0,1360250,0.125,0.1625,0.3706656904013186,0.2,1.0,0.33333333333333337
-2027364872727037389,What is the name of india's first arctic research station setup?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
3460907504860838244,When does easter fall on april fools day again?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
3558247428225480810,Who established the first textile mill where spinning and weaving occurred in one place?,fixed_512_50,0,1360250,0.3333333333333333,0.3333333333333333,0.5,0.1,0.3333333333333333,0.15384615384615383
-7837443156016942170,Who gets to lie in state at capitol?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
6373189865465953269,Who plays the man in the yellow hat on curious george?,fixed_512_50,0,1360250,1.0,0.8875,0.9558295932317544,0.4,2.0,0.6666666666666667
-2674430041118411854,When was the last time hawaii was hit by a hurricane?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
2260747624150401117,Who gets arya out of king's landing?,fixed_512_50,0,1360250,0.5,0.5,0.6309297535714575,0.1,1.0,0.18181818181818182
8170407552989548681,Who introduced the technique of sign drawing of a man as a measure of intelligence?,fixed_512_50,0,1360250,1.0,0.8541666666666666,0.9438661545147249,0.4,0.8,0.5333333333333333
8678041286576950096,What are the odds of winning a game of solitaire?,fixed_512_50,0,1360250,0.125,0.125,0.31546487678572877,0.1,0.16666666666666666,0.125
1012919901855569425,What schizophrenic symptoms are decreased by drugs that selectively block the d2 dopamine receptor?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
4049854164546889951,Who has written the patriotic song kadam kadam badhaye ja khushi ke geet gaye ja?,fixed_512_50,0,1360250,1.0,1.0,1.0,0.2,1.0,0.33333333333333337
6505668363474913003,Who is the longest serving manager in premier league?,fixed_512_50,0,1360250,0.25,0.5304421768707482,0.6631747728725313,0.7,3.5,1.1666666666666665
2100606427612483814,How many times does the bride and bridegroom walk around the fire during the hindu wedding ceremony?,fixed_512_50,0,1360250,1.0,0.8583333333333332,0.9505310077117098,0.5,2.5,0.8333333333333334
1977733068139177948,Who is the mayor in horton hears a who?,fixed_512_50,0,1360250,0.5,0.39285714285714285,0.5912352048230277,0.2,1.0,0.33333333333333337
4898145214704881578,When did the first video recorder come out?,fixed_512_50,0,1360250,0.5,0.5656084656084656,0.7294428159439895,0.6,1.5,0.857142857142857
780432491618560259,Who has won the most album of the year grammys?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
284685280755182271,Who was the boy who played the banjo in the movie deliverance?,fixed_512_50,0,1360250,1.0,0.869047619047619,0.9561626706667608,0.7,3.5,1.1666666666666665
1640879554595032699,Who played the marshal in who shot liberty valance?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
4487460244198211978,When does carrie find out about sebastian and maggie?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
4043773118384029601,Who was america's leading ace of ww1?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
-5002849972463401847,Most wins in a season mlb red sox?,fixed_512_50,0,1360250,1.0,0.7597222222222223,0.9049278636531481,0.6,2.0,0.923076923076923
1651201329498387516,Who wrote like a bird on a wire?,fixed_512_50,0,1360250,1.0,0.6111111111111112,0.815079870530422,0.4,1.3333333333333333,0.6153846153846153
-8814627233351851135,Who has calculated the most digits of pi?,fixed_512_50,0,1360250,0.1111111111111111,0.15555555555555556,0.36181498356361597,0.2,0.6666666666666666,0.30769230769230765
-4008064114384973136,When will dragon ball super english dub be released?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
-7369330480671465386,Who lives the longest in the united states?,fixed_512_50,0,1360250,0.5,0.5,0.6309297535714575,0.1,0.5,0.16666666666666669
3353212554667247820,How fast was the spirit of st louis?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
-6166268832663122310,Where did the christian fish symbol come from?,fixed_512_50,0,1360250,0.3333333333333333,0.3380952380952381,0.5556779544321138,0.4,0.8,0.5333333333333333
-9040713890745201020,The basic ratio on which the notation of rhythm is built is?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
2338656778938626946,When did they start using rebar in concrete?,fixed_512_50,0,1360250,0.1,0.1,0.2890648263178879,0.1,0.3333333333333333,0.15384615384615383
8999376748915617050,What episode did izzy leave grey's anatomy?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
-7867234209328311229,When does clark kent and lois lane get together in smallville?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
-6553155641239157280,The lion the witch and the wardrobe first film?,fixed_512_50,0,1360250,1.0,1.0,1.0,1.0,2.5,1.4285714285714286
6297529708719535645,Where is the oldest living tree in the united states?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
3916958238202074718,Who wrote the songs in the greatest showman?,fixed_512_50,0,1360250,1.0,0.95,0.9828920819566879,0.4,0.5714285714285714,0.47058823529411764
3337030736311711732,Who was the first president born in the united states of america?,fixed_512_50,0,1360250,1.0,0.9626543209876544,0.9895948844467957,0.9,1.0,0.9473684210526316
-1640174119515040024,Who took shelter under the safavid empire and why?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
-4770735948676860412,What is the worst season record in mlb history?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
-5180631275488301732,Which type of economy most often practices polygyny?,fixed_512_50,0,1360250,1.0,1.0,1.0,0.1,0.3333333333333333,0.15384615384615383
-4085848155979595404,Who was in charge of japan in 1945?,fixed_512_50,0,1360250,0.5,0.4973544973544974,0.6828754808975029,0.6,3.0,0.9999999999999999
-7748524737773999409,How do they test for drugs at the olympics?,fixed_512_50,0,1360250,1.0,1.0,1.0,0.2,1.0,0.33333333333333337
8847297214091223695,When were 1000 dollar bills taken out of circulation?,fixed_512_50,0,1360250,0.3333333333333333,0.43333333333333335,0.6152188821268791,0.4,1.3333333333333333,0.6153846153846153
-5971376429128671495,The first list of elements and their characteristics was written by?,fixed_512_50,0,1360250,0.3333333333333333,0.4305555555555555,0.622778265801047,0.5,1.25,0.7142857142857143
-1216737595947309468,Who did oklahoma play in the bowl game this year?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
-8647886070553453797,When did the age of criminal responsibility become 10?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
1120049545261464437,Where does the bible talk about jesus brothers?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
-31336670671098038,Capital gains tax rate on real estate in canada?,fixed_512_50,0,1360250,0.14285714285714285,0.14285714285714285,0.3333333333333333,0.1,0.25,0.14285714285714288
5522247249720672108,When was it discovered that asbestos was dangerous?,fixed_512_50,0,1360250,1.0,0.8333333333333333,0.9197207891481876,0.2,0.6666666666666666,0.30769230769230765
-862343620942968349,Who introduced the bass clarinet as a solo instrument in jazz?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
5581809636423550415,A mirrored glass gazing globe in a garden is?,fixed_512_50,0,1360250,0.5,0.5,0.6509209298071326,0.2,1.0,0.33333333333333337
-8327728190726606128,Who is the father of gabby's baby on days of our lives?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
-3141166373730898683,Who owns the golden nugget in atlantic city?,fixed_512_50,0,1360250,0.25,0.25,0.45749452618986164,0.2,1.0,0.33333333333333337
-8794364264282975026,Where were the first oreo cookies sold in america?,fixed_512_50,0,1360250,0.3333333333333333,0.3333333333333333,0.5,0.1,0.5,0.16666666666666669
-2455074122172864033,How much of the u.s. national debt is owed to foreigners?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
715203496023224561,Who played the marshal in the man who shot liberty valance?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
8408040575802921236,Who founded the first english institution of higher learning in india?,fixed_512_50,0,1360250,0.1111111111111111,0.1111111111111111,0.3010299956639812,0.1,0.25,0.14285714285714288
-8424506325759363980,Where was the first non aligned summit held?,fixed_512_50,0,1360250,0.3333333333333333,0.30952380952380953,0.5109559939712153,0.2,0.5,0.28571428571428575
8431467613707268992,Where did the rockets play before the toyota center?,fixed_512_50,0,1360250,1.0,0.6111111111111112,0.7977228895450266,0.2,0.2222222222222222,0.2105263157894737
-5030641836349819798,When did the cross become a symbol of christianity?,fixed_512_50,0,1360250,1.0,0.56875,0.7945039219825193,0.4,2.0,0.6666666666666667
-7800867545344915533,What do the dazante figures from monte alban depict?,fixed_512_50,0,1360250,1.0,1.0,1.0,0.2,0.6666666666666666,0.30769230769230765
-5172382915852306897,Who presided over the muslim league session at dhaka?,fixed_512_50,0,1360250,0.25,0.25,0.43067655807339306,0.1,0.5,0.16666666666666669
-5948532387765550037,When does amelia come back to grey's anatomy?,fixed_512_50,0,1360250,0.5,0.5,0.6309297535714575,0.1,0.3333333333333333,0.15384615384615383
-110212191849231958,What is the disorder in the movie brain on fire?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
5404241316310930968,Who were the first european to reach the americas and when did they arrive?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
6249183805474654131,Who voices the squip in be more chill?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
4267239631423117187,Who said if you find yourself in a hole stop digging?,fixed_512_50,0,1360250,0.3333333333333333,0.4583333333333333,0.625524935148309,0.4,0.4,0.4000000000000001
-1603366021753641418,Number of catholic high schools in the united states?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
-6625072452848189971,Largest great white shark ever caught on rod and reel?,fixed_512_50,0,1360250,0.3333333333333333,0.3333333333333333,0.5,0.1,0.25,0.14285714285714288
-690633050615489310,Where did the we can do it poster come from?,fixed_512_50,0,1360250,0.1111111111111111,0.1111111111111111,0.3010299956639812,0.1,0.5,0.16666666666666669
-7406978838748117780,When did the modern venture capital industry in the usa most likely begin?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
-7505135738236076224,Where did the baggy pants trend come from?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
4777136731903536086,Where did the traditional heart shape come from?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
3399031248068119823,Who carried the us flag at the closing ceremonies?,fixed_512_50,0,1360250,0.125,0.125,0.31546487678572877,0.1,0.3333333333333333,0.15384615384615383
-4110639543763413474,Where did the saying just do it come from?,fixed_512_50,0,1360250,0.5,0.6388888888888888,0.7328286204777911,0.3,1.0,0.4615384615384615
-8699395665588658394,Who sang the christmas song with the pogues?,fixed_512_50,0,1360250,1.0,0.6805555555555555,0.8519590445170673,0.3,0.5,0.37499999999999994
-6335002763239558761,Most tds in one game by a player?,fixed_512_50,0,1360250,1.0,0.8412257495590829,0.9196461703481416,0.9,0.8181818181818182,0.8571428571428572
-6757215892586761613,Who did the cleveland browns beat last year?,fixed_512_50,0,1360250,0.25,0.225,0.44130740935663865,0.2,0.4,0.26666666666666666
-5534254713752818189,When was the calico act passed in england what did it say?,fixed_512_50,0,1360250,1.0,0.6111111111111112,0.7977228895450266,0.2,0.6666666666666666,0.30769230769230765
-4531784352114860609,Who has the most career turnovers in the nba?,fixed_512_50,0,1360250,1.0,0.875,0.9550236580992476,0.4,0.5714285714285714,0.47058823529411764
991426739405022772,When did singer start making electric sewing machines?,fixed_512_50,0,1360250,1.0,1.0,1.0,0.2,1.0,0.33333333333333337
8329007430165668321,Who were the four aces in the military's most wanted deck of cards?,fixed_512_50,0,1360250,0.5,0.5,0.6309297535714575,0.1,0.09090909090909091,0.09523809523809525
-3496974152922226067,Where was the hindenburg scheduled to fly and how many passengers were on the british airship?,fixed_512_50,0,1360250,1.0,0.7986111111111112,0.9223260797603763,0.4,2.0,0.6666666666666667
462688064819321820,What years have leinster won the heineken cup?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
-7211772058722193204,First clinical gene therapy was done for the treatment of?,fixed_512_50,0,1360250,0.5,0.45,0.6240505200038379,0.2,0.6666666666666666,0.30769230769230765
-3332082747882987961,Who plays in this year's world series?,fixed_512_50,0,1360250,1.0,0.7885912698412698,0.913852335159709,0.8,1.1428571428571428,0.9411764705882353
115077217083176926,Who has won the most tennis matches in history?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
-6904730245667046745,Who sang that the way god planned it?,fixed_512_50,0,1360250,1.0,0.9415178571428571,0.9830168297915423,0.8,1.1428571428571428,0.9411764705882353
-1651506551405032256,Who has a grammy oscar tony and emmy?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
-3591362839800233461,The stimulus package proposed by the bush administration in early 2008 relied upon?,fixed_512_50,0,1360250,1.0,0.7884920634920634,0.9199753853803091,0.6,1.5,0.857142857142857
6931872091400930758,Billy from days of our lives real name?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
-661060215228107344,Who dies at the end of big little lies?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
6851517990016018025,When did the indian numbering system reach europe?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
-8275435726908831557,When did the us first go into the middle east?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
-4065453887946687683,Who owns all the rights to the beatles music?,fixed_512_50,0,1360250,0.5,0.3611111111111111,0.5853898393086269,0.3,0.6,0.4
-6723226666645469904,What makes the oak think it is better than the reed?,fixed_512_50,0,1360250,0.25,0.2361111111111111,0.448643819352159,0.2,0.5,0.28571428571428575
725142630186889333,Who did don mail meditations in an emergency to?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
-7201496808186369987,When did lord of the rings become popular?,fixed_512_50,0,1360250,0.5,0.5,0.6309297535714575,0.1,0.5,0.16666666666666669
-3317879531188676573,When did sid go to jail in father brown?,fixed_512_50,0,1360250,1.0,0.575,0.7933009890796178,0.4,1.3333333333333333,0.6153846153846153
3800091241223246741,What percentage of the uk population say they have no religion?,fixed_512_50,0,1360250,0.3333333333333333,0.3333333333333333,0.5,0.1,0.3333333333333333,0.15384615384615383
-4571808575091451146,Gonna wash that man right outa my hair commercial?,fixed_512_50,0,1360250,0.5,0.5833333333333333,0.6934264036172708,0.2,1.0,0.33333333333333337
-7892279272113680177,Who has been on sports illustrated cover the most?,fixed_512_50,0,1360250,1.0,0.6,0.7903864795495061,0.2,0.4,0.26666666666666666
-8924472029139921406,When did arsenal won the premier league at white hart lane?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
8484977226325635875,Name of dog in as good as it gets?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
6974261063986286954,Around what time period did western art begin to influence chinese art?,fixed_512_50,0,1360250,0.25,0.26785714285714285,0.46845052016107697,0.2,1.0,0.33333333333333337
-9068059617440858420,When was the last time roe v wade was challenged?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
597644313212908236,In which city did organized option markets originate?,fixed_512_50,0,1360250,0.3333333333333333,0.41666666666666663,0.5706417189553201,0.2,1.0,0.33333333333333337
-7099544573544352116,The little girl who voiced ducky in the land before time?,fixed_512_50,0,1360250,1.0,1.0,1.0,0.1,0.2,0.13333333333333333
2975062829471917139,Who did john stape kill in coronation st?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
2288958821394032310,Who has played will horton on days of our lives?,fixed_512_50,0,1360250,1.0,0.6805555555555555,0.8519590445170673,0.3,0.5,0.37499999999999994
-6670293840808868876,Understanding poetry by brooks and warren encapsulates the principles of?,fixed_512_50,0,1360250,1.0,0.9626543209876544,0.9895948844467957,0.9,3.0,1.3846153846153848
-7100694549850379381,Most sixes by team in ipl all time?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
-5298328847141432806,Who has won the second most nba championships?,fixed_512_50,0,1360250,0.1,0.1,0.2890648263178879,0.1,0.3333333333333333,0.15384615384615383
-443487675951245162,Where does ford rank in the auto industry?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
-6016513483313705510,Most goals scored by a single player in an nhl game?,fixed_512_50,0,1360250,1.0,0.9888888888888889,0.9971876401972101,0.9,4.5,1.4999999999999998
-3876251554153986756,Who played in the odd couple on broadway?,fixed_512_50,0,1360250,0.14285714285714285,0.14285714285714285,0.3333333333333333,0.1,0.5,0.16666666666666669
-2436759127488351815,Ostracism is the basis for what in current american culture?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
-3762541613423151425,When will the next world series game be played?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
-3492717974866942150,Which person or group brought polyphonic music into the christian church?,fixed_512_50,0,1360250,0.25,0.25,0.43067655807339306,0.1,0.5,0.16666666666666669
-6511358202311909422,When is the last time alabama lost a regular season game?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
-8935678131443220900,What is the song new years day about?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
-4186028464937625373,When does daphne find out she's pregnant?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
-4870922038126296408,This type of memory contains concepts meaning of words and facts?,fixed_512_50,0,1360250,1.0,1.0,1.0,1.0,3.3333333333333335,1.5384615384615383
4253944111403544222,Who is the longest serving prisoner in australia?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
-5977650768271823530,How many games did chelsea win in a row last season?,fixed_512_50,0,1360250,1.0,1.0,1.0,1.0,2.5,1.4285714285714286
-3109283534781131115,A larger sexually dimorphic nucleus of the medial preoptic area is the result of?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
1242256237566968989,Who played in last year's fa cup final?,fixed_512_50,0,1360250,1.0,0.85,0.9447176050778178,0.4,0.8,0.5333333333333333
3611220285690789892,When is my friend dahmer movie coming out?,fixed_512_50,0,1360250,1.0,0.6666666666666666,0.8315546295836225,0.2,0.6666666666666666,0.30769230769230765
